Ticker,1617.T,1617.T,1618.T,1618.T,1619.T,1619.T,1620.T,1620.T,1621.T,1621.T,1622.T,1622.T,1623.T,1623.T,1624.T,1624.T,1625.T,1625.T,1626.T,1626.T,1627.T,1627.T,1628.T,1628.T,1630.T,1630.T,1631.T,1631.T,1632.T,1632.T,1633.T,1633.T
ReturnType,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,0.011572616161821037,0.032661570535093665,-0.012437710688434467,-0.002512562814070307,0.011589060130388074,0.03735144312393879,0.004428483872017219,0.008000000000000007,-0.0009041844750112826,0.02695167286245348,0.008948606691093985,0.005200594353640398,-0.006999114425712882,-0.004385964912280715,0.012672751664468684,0.005720823798627039,0.005484359505084191,0.02230483271375472,0.01452507008427717,0.031818181818181746,-0.006914631446593211,0.01952085181898844,0.0019194432192672917,0.0009587727708533222,0.016079681984796146,0.0,0.03150530273468699,0.027906976744186185,0.0022025532498222145,0.005524861878453136,0.019561429150163567,0.04432301153612639
2010-01-18,-0.006056673894220155,-0.003373819163292824,-0.012594485198425542,-0.015075376884421954,-0.0065465789845315925,0.0016501650165017256,-0.010158409053212969,0.0,-0.007239903239714907,0.01951672862453524,-0.0022174429900807535,0.002971768202080227,-0.00881054137281545,-0.0057445868316395865,-0.008532513201558345,0.014551804423748482,-0.00727279884456955,0.020560747663551426,-0.005506386899057247,0.0033333333333334103,0.006092442374306284,0.009606986899563186,-0.003831286269669776,-0.003831417624521105,-0.005123851839311855,0.004469273743016755,-0.01357477616539915,-0.0022883295194506825,-0.01520891546626213,0.0,-0.009883759405880377,-0.004093567251462038
2010-01-19,0.0,-0.0006765899864682456,0.006802884432446588,0.005947323704333041,-0.004942067116296078,-0.007395234182415722,-0.005773206834336686,-0.005347593582887833,0.004558013398272331,0.0036429872495447047,-0.014814845655871656,-0.005235602094240677,0.0017778287755105815,-0.0026548672566371057,-0.009483577821732703,0.0,-0.011904750840894485,0.0,-0.0025692807120991645,0.0,-0.002594985246635373,0.002608695652174031,-0.001923195768895325,-0.0038387715930902067,-0.0014127922337308085,0.0,-0.014908187255708638,-0.01828571428571424,-0.02584367479029792,-0.02020202020202011,0.0,-0.013325608342989681
2010-01-20,-0.012863873060130593,-0.010183299389002087,0.005067655844589902,-0.007506255212677226,-0.0016559628411993987,-0.012285012285012331,-0.005376328053754653,-0.011576135351736294,0.009981773191560572,0.013661202185792254,-0.00676693701038944,-0.0030188679245283234,-0.011468587237311256,2.220446049250313e-16,-0.007802005479848995,0.0,-0.004633626534383262,-0.00647548566142464,0.002153958927811006,0.0,0.0034690511375730093,-0.002586206896551646,-0.006743599364645303,-0.0038647342995168366,-0.005268913642119899,-0.004459308807134965,-0.003492438797070063,-0.021714285714285797,0.0,0.0,-0.010569486690953034,-0.012888107791447112
2010-01-21,0.007544571419278778,0.028711484593837433,0.006722589482599739,-0.0008340283569641116,0.009950276418580595,0.03571428571428581,0.009008907971247426,0.032258064516129004,0.0026956115231964173,0.005405405405405572,0.020439121277399996,0.02043906131718387,-0.017570546623859373,-0.007256235827664326,0.006421565353441405,0.03048416019127309,0.011172976716980587,0.02938388625592414,0.010137078391356802,0.0,0.005185690556940514,0.006926406926407003,0.005819516655169332,0.03286852589641431,0.0031467586528513003,0.0,0.016355264080102128,0.0187353629976581,0.012806481190375418,0.0,0.015430117084426875,0.03508771929824572
2010-01-22,-0.012253271977065161,0.0013802622498275685,-0.02838057095767421,-0.004277159965782706,-0.019466365319149803,2.220446049250313e-16,-0.016071381996667022,0.012867647058823595,-0.014337082095526199,0.0,-0.025964525732839028,-0.005303030303030365,-0.006395797592779973,0.0004599816007360147,-0.019141626931034827,0.0,-0.009207933899743836,0.008434864104967188,-0.010715477685562025,-0.0033149171270718814,-0.00601879501438507,0.0017331022530329143,-0.009247802929287396,0.0,-0.023230444786808357,-0.0011415525114155667,-0.009195511712023485,0.0,-0.013775535069447398,0.01631701631701632,-0.023378028565082976,0.0
2010-01-25,-0.009648442142203062,-0.001389854065323215,-0.0025772317814443113,0.009565217391304337,-0.010927015787432603,0.0,-0.01361151923063153,0.0,0.0009091761289170552,0.005479452054794498,-0.012185773107701414,0.013281250000000133,0.006896713403951926,0.019078641228478466,-0.009461895867660997,-0.009461856889414588,-0.0018587015812482344,-0.0018587360594795044,-0.002217098321359079,0.0,-0.004325112755466987,0.009649122807017463,-0.0023458299211499556,-0.0067829457364340096,0.006857260604609339,0.01497695852534564,-0.0011599984405000763,0.004667444574095736,-0.0045872166886575805,0.011655011655011593,-0.014362782921087502,-0.003026634382566673
2010-01-26,-0.00417549594547284,-0.005559416261292638,-0.009474732418785381,-0.018771331058020424,-0.009515356955242416,-0.015151515151515138,-0.01103941143700582,-0.011039558417663353,-0.007266205688991723,-0.0018264840182649067,-0.026214319367771632,-0.023201856148491795,-0.02739738240170886,-0.02828467153284675,-0.022089509949344666,-0.022089552238805932,-0.026071013960026312,-0.026976744186046564,-0.011111268176377975,-0.006696428571428603,-0.013032219125101552,-0.008726003490401424,-0.005853457978314491,-0.0029354207436399493,-0.013620711326086554,-0.005720823798627039,-0.02787470382073065,-0.02219626168224309,0.0,0.0,-0.013357530621349367,-0.014554275318374832
2010-01-27,0.00978355743187187,0.004867872044506338,-0.008695624755084563,-0.008695652173912993,-0.014529817010853652,-0.0043177892918825345,0.0009300958232598688,0.0,0.010978964640976141,-0.0018066847335141967,-0.030086941439195214,-0.02777777777777779,-0.015962446293813937,-0.01132075471698124,-0.012820585183049404,-0.0018518518518519933,-0.015296302389215866,-0.013409961685823646,-0.004494323742288753,-0.020994475138121582,-0.0008801888637712807,0.0,-0.009813645109908897,0.0,-0.000679152676707373,0.0,0.0,0.0,-0.02880171008682264,-0.008235294117647007,-0.00923087755142904,-0.020681265206812682
2010-01-28,-0.0006921362511626006,0.0055710306406684396,0.012280622085357962,0.013169446883230851,0.013009491049244204,0.004299226139294898,-0.0009292315488773628,0.004672897196261738,0.0027148894174113813,0.0072727272727273196,-0.0024491432469377905,-0.030158730158730274,-0.00667927368893817,-0.015137180700094621,0.006802650320950843,0.0024630541871921707,0.026213657494990272,0.015369836695485084,0.004525896139743635,0.0,-0.006167694178554006,-0.0017699115044248481,0.003964312037383122,0.0,0.005285422865432876,0.0,-0.0047788814346062525,-0.004778972520908087,-0.0021115253852963534,0.0,0.01801249464189625,0.011728395061728403
2010-01-29,-0.004155254782103546,-0.001388888888888995,-0.012131638023514912,-0.007832898172323799,-0.011130205348025779,-0.0017286084701814142,-0.01581438075820696,-0.005639097744360999,-0.020758053943779498,-0.010036496350364854,-0.011456511406563785,-0.009023789991796316,-0.010566755729849886,-0.018580276322058054,-0.016584580881361832,-0.009282178217821735,-0.01986771640371854,-0.004803073967339033,-0.017988392556544164,0.0,-0.004432368716663193,-0.007950530035335746,-0.015794569974265316,-0.007960199004975133,-0.0022906939720194197,0.0023014959723821615,-0.0012004821054848458,-0.004784688995215225,-0.009771446976876597,-0.019999999999999907,-0.026845600065134145,-0.012383900928792602
2010-02-01,0.015299272425978838,0.006202618883528688,-0.016666776078006817,-0.00444049733570151,-0.013852740765851634,0.0035242290748898064,-0.007561143993641939,0.002865329512893977,0.01566821816338959,0.01848428835489835,0.0016554415864034056,0.02195945945945943,0.01213583943707608,0.017569546120058455,-0.011867611015182189,-0.00877192982456143,-0.0019302489405073064,0.004859086491739495,0.010709345453123742,0.0,-0.0089048403607489,-0.004472271914132464,-0.009027124091737004,-0.0050352467270896595,-0.0011483191447694274,0.005780346820809079,0.003605774984800192,0.004813477737665606,-0.01560633942068912,-0.012048192771084265,-0.025078541442440483,-0.015822784810126556
2010-02-02,-0.0006851120947252154,-0.00950441276306857,0.03479042413185507,0.013986013986014179,0.014925272135858147,0.0,0.013333253510361853,0.0037735849056603765,-0.003629806142140035,0.0018248175182480342,0.011570309162138859,0.01157024793388417,0.005275737581701634,-0.0009532888465205724,0.016434838155642284,-0.008631319358816336,0.017408019165768174,0.00766283524904221,0.008648699362025614,0.004509582863585049,0.0035940465906896257,0.010859728506787292,0.00809708214449234,-0.002004008016032177,0.0034482321141218186,-0.013559322033898424,0.0035928200840162905,-0.003567181926278251,0.024390216177998525,-0.010600706713780994,0.015434297645180672,0.005092297899427001
2010-02-03,0.004112534832013237,0.0020519835841312783,0.03448291686927352,0.01781170483460559,0.01643623739730904,-0.00423728813559332,0.015977647094939096,0.01217228464419473,0.010929088900438977,0.005434782608695787,-0.012254781038971152,-0.013866231647634564,0.0019086058631891945,-0.0066225165562913135,0.014303601873405292,0.001842751842751733,0.007604744103206773,0.0,0.002255892667974768,0.0,0.007161818332809267,0.00536193029490617,0.011044216213953462,-0.003956478733926794,0.012600388716784261,-0.001129943502824915,0.004773079207448294,0.0023809523809523725,-0.00833320885473865,-0.003588516746411363,-0.0019000184124728925,0.0006349206349205438
2010-02-04,0.00341274420048987,0.0,-0.0033334124140375065,-0.004991680532445919,0.0,0.0008517887563883608,0.0018500948820692198,0.0,-0.00360370424631673,-0.004500450045004434,-0.023159813987642885,-0.019102990033222578,-0.018095217458721446,-0.018095238095238053,-0.009809972138526524,-0.014041514041514103,-0.016037862802658065,0.0,-0.0016574812770149272,0.0,0.016889015434575105,0.014184397163120588,0.0,-0.007881773399014746,0.0056561486800734695,-0.006703910614525244,-0.026127918175005593,-0.028436018957345932,-0.012004830129902055,-0.017899761336515496,-0.001268966010717465,-0.0006349206349206549
2010-02-05,-0.012244679685727733,0.008333333333333304,-0.011705480443538363,0.011120615911035081,-0.015319220505269238,0.004340277777777679,-0.02123737009603388,0.006647673314339908,-0.018083214426285243,-0.0018382352941176405,-0.007620561310732632,-0.013468013468013407,-0.025218407246957453,-0.032258064516129115,-0.02724469306079713,0.001913265306122458,-0.025886926799787435,0.0029615004935832356,-0.019662536152812105,-0.017977528089887618,-0.009615307549633911,-0.0017621145374449032,-0.012909475573415818,0.001007049345417954,-0.005624336596059321,0.0022675736961450532,-0.010975726501815553,0.0265822784810128,-0.02794657739085704,-0.044205495818399054,-0.025412909971409214,-0.027883396704689534
2010-02-08,-0.023416040506442304,-0.01868512110726639,-0.015228622544267156,-0.00512820512820511,-0.01382892597146923,-0.00954861111111116,-0.0037736121106285436,0.0,-0.00460393885154442,-0.0009242144177448175,-0.015358406367662614,-0.015358361774743923,-0.005970160277063985,-0.006958250497017926,-0.010184393253702795,-0.010184595798854335,-0.016732308152648145,-0.01382033563672258,-0.0034323972048400098,-0.005707762557077611,-0.0017653540981659166,0.0008849557522123686,-0.00804852812551582,-0.0030333670374115274,-0.009049770396336698,0.0034364261168384758,-0.0024660950302997087,0.00496894409937898,-0.0037498925625308877,0.0,0.003911204717827577,-0.002590673575129543
2010-02-09,-0.0028208138092995494,-0.02145328719723183,-0.005154728689733878,0.0025974025974024872,0.004382059434860253,0.006145741878841093,-0.009469707138463512,-0.0028598665395614953,-0.014801280721625343,0.0028248587570620654,0.018197606502603714,0.023519163763066064,-0.0030029278203014265,-0.0030030030030029353,0.0006427797150811987,0.003870967741935516,-0.005005025794941886,-0.01875616979269501,-0.008036998194494105,0.0,-0.00795756331222297,-0.0008904719501335867,-0.008113572317677842,0.0,-0.018264833340734365,-0.0011614401858304202,0.0037080823907986726,0.012468827930174564,-0.003764277070871902,0.002525252525252375,-0.016882878737766616,-0.009162303664921434
2010-02-10,0.00636498669982033,0.0014074595355382247,0.012089732345468951,0.0,-0.0034902988107655686,0.0017543859649122862,0.008604357231418946,0.000948766603415585,-0.004694597685115154,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,0.002344256401707323,0.0,0.009640206088835201,-0.004435994930291676,0.01106653534437041,-0.006916996047430901,0.0011573748640141268,-0.013683010262257711,0.0026737272679322466,0.0062611806797854275,0.004089970429697498,0.0,0.0005347445928567396,0.0,-0.002462956273098893,0.0,-0.0029091644640539815,0.0,0.010567605535233504,-0.007138221933809086
2010-02-12,0.00070274776425161,0.002111189303307448,0.0025599034995309466,0.0034158838599487318,0.021891380326785725,0.0,0.004739224092105365,0.0,0.011320388794673342,0.0018691588785046953,-0.0017021189952530769,-0.021684737281067568,0.012846365194909337,0.0,0.0070020002445543295,-0.01001251564455563,0.00895517029162951,0.007952286282306265,0.009248645354620555,0.0,0.006222307840493269,-0.0008826125330980705,-0.004073310709345246,0.0030769230769231992,0.008762891530242678,0.0,0.0,-0.0036900369003689537,0.007970110545842735,-0.0025000000000000577,0.007843400101160691,0.002600780234070177
2010-02-15,-0.002809195105500595,0.0,-0.008510676576955478,-0.005123825789923209,-0.0055527655050781055,0.0,-0.004716869789161193,-0.004716981132075526,-0.008395453176121226,-0.0065420560747663226,-0.011082698870191532,-0.011925042589437829,-0.01647590710164637,-0.00649350649350644,-0.0025854351035740075,0.0,-0.00493087544279458,-0.004930966469428033,-0.004146662240155252,0.0,0.0012103417421893692,0.0,0.004089970429697498,0.0,-0.006624419310792273,0.0,-0.012345699248480835,-0.0037359900373598043,0.030075137303075206,0.023661270236612797,-0.008430642351886286,-0.0006535947712418277
2010-02-16,-0.009858988296274185,0.0,0.02489251877423948,0.011864406779660941,-0.0005600706487315366,0.0,-0.0037916129344308658,0.0,0.000940822063590252,0.0,0.008620583619642463,0.008620689655172598,0.0,0.0,0.006394610425495939,0.0,-0.0019824590538778386,0.0019900497512437276,0.0018636427302671787,0.003456221198156806,0.003202803303917978,-0.0017559262510974394,-0.00020366553546724564,0.0,-0.0037693562237105516,-0.0011627906976744429,0.0,-0.0012484394506866447,-0.02798049315246287,0.0,0.003270200823181524,-0.003896103896103953
2010-02-17,0.014935959116278097,0.005637773079633535,0.010050169430545042,0.010050251256281229,0.020804000585835425,0.0,0.019980968607349547,0.0065727699530517825,0.014097584760601078,0.0,0.011111302042827731,0.0025423728813560587,0.0392156719581227,0.016724053123462923,0.020780800614802697,0.013125000000000053,0.025819353770934805,-0.0009671179883946612,0.01377687653185955,0.002270147559591429,0.008795089772146047,-0.0017406440382941035,0.022611479615969765,0.017223910840932,0.015134055375220612,0.0,0.014999921168237007,0.011207970112079746,0.023329224885260347,0.0,0.03129063323289594,0.007643312101910826
2010-02-18,0.0028029340800479474,0.0,0.0,0.0,0.007601323476156496,0.0,0.008395669435060649,0.0,0.0018538639513672184,-0.0036866359447004227,-0.0059171291260735615,-0.01589958158995808,-0.0033866084157320175,-0.009139009139009002,0.0049352457919071835,0.002461538461538515,0.007744291663228209,0.0038572806171648377,-0.0022648050394622476,0.0022753128555175195,-0.009590262007033612,-0.008726003490401424,-0.008963996178475986,2.220446049250313e-16,0.009839287621508985,0.0,0.0024630584662141963,-0.012135922330097082,0.005332314247007419,0.0,-0.00758536487026229,-0.017521902377972576
2010-02-19,-0.012578568428062598,-0.0077247191011234895,-0.010779199992016153,-0.013234077750206685,-0.01760255364301666,2.220446049250313e-16,-0.01757647148161856,-0.017576318223866738,-0.005550510649410034,-0.005550416281220993,-0.008503540900338669,-0.013536379018612599,-0.012135996097280999,-0.030490709861838994,-0.01903021805124816,-0.016009852216748777,0.0019215195895558868,0.0028846153846153744,-0.01589113501152095,-0.011402508551881407,-0.006161950977348174,-0.0079086115992969,-0.009045334070479027,-0.0030333670374115274,-0.016557294911443976,-0.010285714285714231,-0.007370918203043475,-0.014634146341463428,-0.01581501204545832,-0.013414634146341364,-0.03439481638986519,-0.028205128205128216
2010-02-22,0.02123146022730893,0.009090909090909038,0.020117442935875474,0.0,0.020477738489130815,0.0025146689019279744,0.02071560706106368,0.0,0.014883893933407277,0.0,0.022298466861434107,-0.002510460251045954,0.01474212130943453,-0.007211538461538325,0.021276647035128216,-0.0030543677458765295,0.009587766683478494,0.008620689655172376,0.01499423105303399,0.0011376564277587597,0.01771450551738485,0.009666080843585112,0.02028399584849483,0.010040160642570184,0.024249322473060664,-0.0022497187851518996,0.006188128980100238,0.0012315270935960854,0.0185414106808226,0.0,0.032321792503722024,0.0
2010-02-23,-0.006237069808208151,-0.0006968641114981633,-0.019720712624987535,-0.006661115736885881,-0.010869439131398595,0.0008460236886631556,-0.0027673488313813,0.0,-0.0027499678979776565,0.0,-0.0151007153657704,0.00256191289496166,-0.0014527088985003545,0.0029182879377431803,-0.0036762895063037204,0.0049443757725586845,-0.006647871420728091,0.0,0.0,0.00227790432801811,0.006092442374306284,0.00521739130434784,-0.005964010118866381,0.0,-0.006764154835796954,0.0,0.0036901449938948616,0.004926108374384119,0.0,0.0,0.005111841421828078,0.0
2010-02-24,-0.010460181495020038,0.0,-0.01592614731463149,-1.1102230246251565e-16,-0.006754255003438403,0.0,-0.013876167697087993,0.0,-0.004595596502425581,0.002777777777777768,-0.000851723088103884,0.011206896551724244,-0.015519200430710645,-0.026378896882494063,-0.012915280391508022,-0.0006226650062266526,-0.017208528844779303,0.0,-0.013636462520742576,0.0011534025374855261,-0.014705980816763109,-0.005240174672489162,-0.005520127661010177,0.0,-0.00454025968256444,0.0,-0.01715709230016549,-0.009876543209876743,-0.0036404985493868613,0.0,-0.018436107636113364,0.0
2010-02-25,0.001409368273657341,-0.005598320503848786,-0.008517925628319878,-0.011045029736618583,-0.012178595169335837,0.0,-0.00784225351852108,0.0,0.0027701002377602535,0.0,-0.017050272874645778,-0.02864363942712722,0.0103450068446862,-0.013942307692307754,-0.012461111778704792,-0.009375000000000022,-0.010700194263788543,-0.011661807580174988,0.0,-0.004587155963302725,0.014925474559313479,0.00521739130434784,0.0035295455444050994,0.0,0.0034207087374882317,0.010332950631458004,0.004987746879554278,-0.004938271604938427,-0.0012182827296239873,0.0,-0.005181367648558033,-0.005181347150258975
2010-02-26,-0.004630369887087982,0.0,0.0,-0.004277159965782706,0.002490145167494795,0.0,0.0012949785667761837,0.0,-0.0027624479799542856,-0.0027624309392264568,0.024284350825983347,0.018981880931837836,0.0039005695040748023,0.01129666011787811,0.001262037580656683,0.004430379746835245,-0.0034809038153340577,0.0,0.0011520414885692887,0.0,-0.0008649607461097553,-0.004310344827586299,-0.003997955870480463,0.0,-0.007954669880318566,0.0,0.0049626838665466355,0.007462686567164312,0.0,0.0,0.00195320924362008,0.0
2010-03-01,-0.0010040860862408074,-0.004929577464788615,0.018041351568934605,0.0016906170752324368,0.0003523910894600579,0.0008598452278589797,0.000935061416216465,-0.002822201317027373,0.0,-0.009149130832570851,-0.013547712010243074,0.0008591065292096189,0.005342434696022025,0.004366812227074135,0.0044107548529590535,0.0037783375314861534,0.0025063621498593314,-0.0019646365422397727,0.005754067086048975,0.005753739930955071,0.006926191894517153,-0.00085910652920973,0.03018101251005234,0.019920318725099584,0.013745872387200597,-0.0033783783783785104,0.016049409023024985,0.011056511056511065,0.01219506436968909,0.012195121951219523,0.01408698391995511,0.0
2010-03-02,0.002830795559706001,-0.0007052186177716191,0.0,0.0,0.006348552391399309,0.0,0.005660360026292999,-0.005597014925373234,0.004616813514465079,-0.0018348623853211565,-0.0025750940755826512,0.0,0.00966180035043962,-0.004761904761904745,0.010664896997830242,-0.0006203473945409765,0.014763729495960831,0.0,0.0011440630854615552,0.0011441647597254523,0.004299285565018129,0.005163511187607606,-0.02441400438656549,-0.005970149253731294,0.0022596333404794056,0.0,-0.008505380694834641,-0.00487804878048792,-0.018072291238196314,-0.003667481662591676,0.005331093986338686,0.0
2010-03-03,0.002822894255819941,0.002115655853314413,0.0016873804877952647,0.0025337837837837718,0.004618418403401492,0.0,0.007260776291176496,0.0,-0.005514558849478268,-0.019927536231884035,0.014629811046180885,-0.004222972972973027,0.01913860932688638,0.009000473709142698,0.002483099808927358,0.0031055900621117516,-0.00290996159279433,0.0,0.009142668739251292,0.010297482837528626,0.0,0.005163511187607606,0.0045745441507782925,-1.1102230246251565e-16,0.0033824137355351613,0.0,-0.0024511875151330687,-0.006105006105006083,-0.0012269881439532782,0.0,-0.018483182218555383,-0.002590673575129543
2010-03-04,-0.005932287777836498,0.0,-0.009267006590153004,-0.015075376884421954,-0.009942068675711457,-1.1102230246251565e-16,0.00210481414247754,0.0,-0.0027729634786105573,0.0,-0.003392627558169381,-0.00423728813559332,-0.0046946678085603155,-0.0018832391713746732,-0.007566729068116729,0.0,-0.00778174008141308,-0.0077821011673151474,-0.010192240164564437,-0.004555808656036442,0.0,-0.005957446808510625,-0.00654665750205774,0.0,-0.005617950412088457,0.0,-0.0024570067150232466,0.0,-0.0036853983969398207,-0.0036855036855036882,0.008441591924556846,0.012385919165580184
2010-03-05,0.015878713492274876,0.0013956734124216386,0.002551196471585193,-0.010075566750629705,0.0127885159302914,0.0,0.006505651794303402,0.0,0.01853583948274906,0.013837638376383854,0.008510594976265162,0.008510638297872353,0.012264121359771618,-0.0018604651162791308,0.018673854832684134,0.0,0.01470571977666757,0.0,0.014873998485580797,-0.0022497187851520106,0.0,-0.005957446808510625,0.013038893303447763,0.0,0.01420343846109251,0.0,0.012315394524186285,0.008588957055214896,0.011097357624225035,0.0024449877750609694,0.007726934791417284,0.00449293966623876
2010-03-08,0.010452980452173799,0.0,0.016115327127719237,-0.0058091286307053736,0.024804944816283925,0.0,0.014773882054545107,-0.0027223230490018846,-0.010009081507908024,-0.003663003663003761,0.028691959926851363,0.008271298593879317,0.024230994746100132,0.0036529680365295913,0.02467675400335545,0.006013229104028905,0.023188523589077192,-0.005633802816901401,0.013123005888711292,0.0,-0.005136853102986172,-0.0008598452278590907,0.007920838484398507,0.0,0.012734324133802932,0.010000000000000009,0.0048661879085063475,-0.0024154589371980784,0.016207447776846795,0.0,0.01789136991705642,0.0018867924528300772
2010-03-09,0.0,0.0,-0.00500837014578881,0.002523128679562836,-4.965095189601865e-05,0.0,0.0027294651125415736,0.0,-0.004595596502425581,-0.0009225092250921829,-0.0008201630773152502,-0.0008203445447089175,-0.005914380959281651,0.00045787545787545625,-0.0029885981503664505,0.0005998800239952473,0.0037771847520695623,0.0037771482530690736,0.00040058325245162507,0.005592841163310824,-0.005163581562976471,-0.0034482758620688614,-0.002249497579022375,0.0,-0.0011001834448579606,0.0,0.0,-0.010778443113772407,0.003252207546546426,0.0011976047904191933,0.008160735571564492,0.007528230865746499
2010-03-10,0.0007792912105097916,0.0,-0.009227939065777013,-0.0033755274261603185,0.0008106446218241192,2.220446049250313e-16,-0.0027857885525307546,0.0,-0.004616570932838515,-0.0018518518518518823,-0.008210197042125778,-0.012264922322158478,-0.0018262113503071387,0.0,0.004640369800783084,0.0,0.0028221489257449495,0.0,-0.010011245129744162,-0.0033594624860022737,-0.0008649607461097553,-0.002590673575129543,-0.0036130828040296104,0.0,-0.006332595193115131,0.0,-0.007263733271985151,-0.006060606060605989,-0.006351680469279364,0.0,0.0,0.0
